 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2022
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"410790 FLORESTA";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"410800 FLORESTOPOLIS";-;-;-;-;10;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;13
"410810 FLORIDA";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"410820 FORMOSA DO OESTE";-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"410830 FOZ DO IGUACU";1;1;-;1;113;38;4;3;-;-;-;2;1;-;6;5;2;1;-;-;11;-;-;15;2;-;-;2;208
"410832 FRANCISCO ALVES";-;-;-;-;5;3;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"410840 FRANCISCO BELTRAO";-;-;-;1;52;9;5;-;-;-;-;2;-;-;1;1;1;-;-;-;6;-;-;11;-;-;-;-;89
"410845 FOZ DO JORDAO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"410850 GENERAL CARNEIRO";-;-;-;-;7;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;13
"410860 GOIOERE";-;-;-;-;30;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;34
"410865 GOIOXIM";-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"410870 GRANDES RIOS";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"410880 GUAIRA";-;-;-;-;20;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3;-;-;-;1;29
"410890 GUAIRACA";-;-;-;3;6;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;12
"410895 GUAMIRANGA";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"410900 GUAPIRAMA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"410910 GUAPOREMA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"410920 GUARACI";-;-;-;-;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
"410930 GUARANIACU";-;-;-;-;13;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"410940 GUARAPUAVA";-;-;1;1;107;21;9;3;-;-;-;2;3;-;12;4;4;-;-;-;11;-;-;3;1;-;-;-;182
"410950 GUARAQUECABA";-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"410960 GUARATUBA";-;1;-;-;9;3;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3;1;-;-;-;20
"410965 HONORIO SERPA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"410970 IBAITI";-;-;-;-;29;2;2;1;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;5;-;-;-;-;43
"410975 IBEMA";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"410980 IBIPORA";-;-;-;-;47;12;1;-;-;-;-;1;-;-;3;-;1;1;-;-;1;-;-;3;-;-;-;-;70
"410990 ICARAIMA";-;-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"411000 IGUARACU";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;7
"411005 IGUATU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411007 IMBAU";-;-;-;1;6;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;11
"411010 IMBITUVA";-;-;-;-;11;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"411020 INACIO MARTINS";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;11
"411030 INAJA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"411040 INDIANOPOLIS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"411050 IPIRANGA";-;1;-;-;6;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;11
"411060 IPORA";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;11
"411065 IRACEMA DO OESTE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411070 IRATI";-;-;-;-;45;10;4;-;-;-;-;1;1;-;-;2;2;-;-;-;3;-;-;1;-;-;-;1;70
"411080 IRETAMA";-;-;-;1;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;15
"411090 ITAGUAJE";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"411095 ITAIPULANDIA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"411100 ITAMBARACA";-;-;-;-;6;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"411110 ITAMBE";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"411120 ITAPEJARA D'OESTE";-;-;-;-;5;2;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;1;-;-;-;-;12
"411125 ITAPERUCU";-;-;-;-;3;1;-;1;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;10
"411130 ITAUNA DO SUL";-;-;-;1;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"411140 IVAI";-;-;-;-;13;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;17
"411150 IVAIPORA";-;-;-;-;29;2;2;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;36
"411155 IVATE";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"411160 IVATUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"411170 JABOTI";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411180 JACAREZINHO";-;-;-;1;39;3;4;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;3;1;-;-;-;55
"411190 JAGUAPITA";-;-;-;-;7;3;1;-;-;-;-;1;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;16
"411200 JAGUARIAIVA";1;2;-;-;24;2;1;-;-;-;-;1;-;-;2;1;-;-;-;-;2;-;-;-;-;-;-;-;36
"411210 JANDAIA DO SUL";-;-;-;1;21;1;1;-;-;-;-;-;-;-;2;-;1;-;-;-;2;-;-;1;-;-;-;-;30
"411220 JANIOPOLIS";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"411230 JAPIRA";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"411240 JAPURA";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;11
"411250 JARDIM ALEGRE";-;-;-;-;10;2;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;16
"411260 JARDIM OLINDA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411270 JATAIZINHO";-;-;-;-;17;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;27
"411275 JESUITAS";-;-;-;-;14;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"411280 JOAQUIM TAVORA";-;-;-;1;8;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;13
"411290 JUNDIAI DO SUL";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411295 JURANDA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"411300 JUSSARA";-;-;-;-;6;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"411310 KALORE";-;-;-;-;8;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;11
"411320 LAPA";-;3;-;-;40;3;-;2;-;-;-;1;-;-;1;1;1;-;-;-;3;-;-;4;-;-;-;-;59
"411325 LARANJAL";-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;6
"411330 LARANJEIRAS DO SUL";-;-;-;-;28;3;1;1;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;2;-;-;-;-;39
"411340 LEOPOLIS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"411342 LIDIANOPOLIS";-;-;-;-;11;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"411345 LINDOESTE";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"411350 LOANDA";-;-;-;2;19;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;28
"411360 LOBATO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411370 LONDRINA";-;2;-;4;344;100;13;5;-;-;-;4;-;-;10;15;13;1;-;-;8;1;-;40;2;-;1;1;564
"411373 LUIZIANA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;8
"411375 LUNARDELLI";-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"411380 LUPIONOPOLIS";-;-;-;-;5;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"411390 MALLET";-;-;-;-;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"411400 MAMBORE";-;-;-;-;6;-;1;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;12
"411410 MANDAGUACU";-;-;-;-;14;4;-;1;-;-;-;-;-;-;2;-;-;-;-;-;3;-;-;-;-;-;-;-;24
"411420 MANDAGUARI";-;-;-;-;16;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;24
"411430 MANDIRITUBA";-;1;-;-;15;2;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;22
"411435 MANFRINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2
"411440 MANGUEIRINHA";-;-;-;-;9;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;13
"411450 MANOEL RIBAS";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;9
"411460 MARECHAL CANDIDO RONDON";-;-;-;-;30;2;-;-;-;-;-;2;-;-;1;2;-;-;-;-;-;-;-;2;1;-;-;-;40
"411470 MARIA HELENA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411480 MARIALVA";-;-;-;-;13;1;-;-;-;-;-;1;-;-;2;-;2;-;-;-;3;-;-;2;1;-;-;-;25
"411490 MARILANDIA DO SUL";-;-;-;2;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;13
"411500 MARILENA";-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"411510 MARILUZ";-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;13
"411520 MARINGA";-;-;-;-;184;32;6;2;-;1;-;-;-;-;5;6;3;-;-;-;4;-;-;22;4;-;-;1;270
"411530 MARIOPOLIS";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"411535 MARIPA";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"411540 MARMELEIRO";-;-;-;2;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;12
"411545 MARQUINHO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411550 MARUMBI";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;7
"411560 MATELANDIA";-;-;-;2;9;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"411570 MATINHOS";-;1;-;-;15;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;25
"411573 MATO RICO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411575 MAUA DA SERRA";-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"411580 MEDIANEIRA";-;-;-;2;19;2;1;-;-;-;-;2;1;-;1;-;-;-;-;-;6;-;-;1;-;-;-;-;35
"411590 MIRADOR";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411600 MIRASELVA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411605 MISSAL";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"411610 MOREIRA SALES";-;-;-;-;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;17
"411620 MORRETES";-;-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;11
"411630 MUNHOZ DE MELO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411640 NOSSA SENHORA DAS GRACAS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411660 NOVA AMERICA DA COLINA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"411670 NOVA AURORA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;8
"411680 NOVA CANTU";-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;7
"411690 NOVA ESPERANCA";-;-;-;-;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;23
"411695 NOVA ESPERANCA DO SUDOESTE";-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"411700 NOVA FATIMA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"411705 NOVA LARANJEIRAS";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"411710 NOVA LONDRINA";-;-;-;2;5;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;10
"411720 NOVA OLIMPIA";-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"411721 NOVA SANTA BARBARA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;8
"411722 NOVA SANTA ROSA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;5
"411725 NOVA PRATA DO IGUACU";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;5
"411727 NOVA TEBAS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411729 NOVO ITACOLOMI";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"411730 ORTIGUEIRA";-;-;-;1;16;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;21
"411740 OURIZONA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;5
"411745 OURO VERDE DO OESTE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;5
"411750 PAICANDU";-;-;-;-;14;3;-;-;-;-;-;-;-;-;1;1;3;-;-;-;1;-;-;4;-;-;-;-;27
"411760 PALMAS";-;-;-;-;37;5;-;2;-;-;-;1;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;50
"411770 PALMEIRA";-;-;-;2;16;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;2;-;-;-;-;31
"411780 PALMITAL";-;-;-;1;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;12
"411790 PALOTINA";-;-;-;-;35;3;2;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;1;-;-;-;-;45
"411800 PARAISO DO NORTE";-;-;-;4;8;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;16
"411810 PARANACITY";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"411820 PARANAGUA";-;3;-;-;65;10;4;-;-;-;-;1;1;-;5;2;1;-;-;-;4;-;-;13;-;-;-;-;109
"411830 PARANAPOEMA";-;-;-;2;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"411840 PARANAVAI";1;-;-;16;57;4;6;2;-;-;-;2;9;-;2;7;-;-;-;-;-;-;-;8;-;-;1;-;115
"411845 PATO BRAGADO";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"411850 PATO BRANCO";-;1;-;-;51;13;2;1;-;-;-;-;-;-;3;2;-;1;-;-;-;-;-;6;1;-;-;-;81
"411860 PAULA FREITAS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"411870 PAULO FRONTIN";-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;7
"411880 PEABIRU";-;-;-;-;8;8;-;-;-;-;-;-;-;-;1;2;-;-;-;-;2;-;-;2;-;-;-;-;23
"411885 PEROBAL";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"411890 PEROLA";-;-;-;-;6;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"411900 PEROLA D'OESTE";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"411910 PIEN";-;1;-;-;13;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;19
"411915 PINHAIS";-;-;-;2;65;18;6;1;-;-;-;-;-;-;2;2;2;-;-;-;2;-;-;9;-;-;-;-;109
"411920 PINHALAO";-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;10
"411925 PINHAL DE SAO BENTO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411930 PINHAO";-;-;-;1;16;2;-;-;-;-;-;-;-;-;1;1;-;-;-;1;2;-;-;1;-;-;-;-;25
"411940 PIRAI DO SUL";-;-;-;-;11;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;17
"411950 PIRAQUARA";-;1;-;-;44;6;1;1;-;-;-;-;-;-;1;6;-;1;-;-;3;-;-;2;-;-;-;1;67
"411960 PITANGA";-;-;-;-;21;2;2;1;-;-;-;-;1;-;4;1;-;-;-;-;3;-;-;4;-;-;-;-;39
"411965 PITANGUEIRAS";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"411970 PLANALTINA DO PARANA";-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;5
"411980 PLANALTO";-;-;-;-;5;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"411990 PONTA GROSSA";-;1;-;2;176;46;23;5;-;-;-;3;5;-;13;10;4;1;-;-;14;-;-;15;1;1;-;1;321
"411995 PONTAL DO PARANA";-;-;-;-;13;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;17
"412000 PORECATU";-;-;-;1;13;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;18
"412010 PORTO AMAZONAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;5
"412015 PORTO BARREIRO";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6
"412020 PORTO RICO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"412030 PORTO VITORIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"412033 PRADO FERREIRA";-;-;-;1;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;10
"412035 PRANCHITA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412040 PRESIDENTE CASTELO BRANCO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"412050 PRIMEIRO DE MAIO";-;-;-;-;10;3;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"412060 PRUDENTOPOLIS";-;-;-;8;52;5;2;-;-;-;-;1;-;-;2;1;1;-;-;-;1;-;-;3;-;-;-;1;77
"412065 QUARTO CENTENARIO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412070 QUATIGUA";-;-;-;-;10;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;14
"412080 QUATRO BARRAS";-;-;-;-;11;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;16
"412090 QUEDAS DO IGUACU";-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;27
"412100 QUERENCIA DO NORTE";-;-;-;2;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"412110 QUINTA DO SOL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"412120 QUITANDINHA";-;1;-;-;14;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;17
"412125 RAMILANDIA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412130 RANCHO ALEGRE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412135 RANCHO ALEGRE D'OESTE";-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412140 REALEZA";-;-;-;-;13;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;19
"412150 REBOUCAS";-;-;-;-;16;4;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;25
"412160 RENASCENCA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"412170 RESERVA";-;-;-;-;8;1;-;1;-;-;-;-;-;-;1;-;2;-;-;-;3;-;-;-;-;-;-;-;16
"412175 RESERVA DO IGUACU";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"412180 RIBEIRAO CLARO";-;-;-;-;10;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"412190 RIBEIRAO DO PINHAL";-;-;-;-;26;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;29
