 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"130060 BENJAMIN CONSTANT";...;...;...;...;6,1;9,5;5,0;4,2;2,2;...;...;...;...;...;...;2,1;...;2,0;...;3,3;...;...;...;...;...;...;...;...;...;3,7
"130063 BERURI";2,0;...;...;1,3;3,4;9,5;2,8;4,1;2,0;1,5;...;...;5,0;...;3,0;3,3;2,0;15,0;...;2,6;...;...;...;7,0;...;...;...;...;...;3,0
"130068 BOA VISTA DO RAMOS";...;...;...;-;3,8;7,0;2,8;2,4;1,7;...;...;2,0;...;...;...;3,2;3,5;...;...;2,7;...;...;...;...;...;...;...;...;...;3,1
"130070 BOCA DO ACRE";...;...;...;1,1;4,9;10,0;5,5;3,9;2,0;...;3,0;-;...;...;1,0;3,1;6,8;2,0;2,0;2,2;7,0;...;...;21,5;...;...;...;...;...;3,6
"130080 BORBA";...;...;...;0,5;4,0;9,0;3,5;2,8;1,7;...;...;5,0;2,0;...;...;2,9;2,0;1,4;...;5,5;...;6,3;...;10,5;7,0;...;...;...;...;3,5
"130083 CAAPIRANGA";...;...;...;...;3,7;1,0;4,0;3,1;1,3;1,1;...;...;...;...;...;2,6;3,0;3,7;4,0;2,8;...;2,0;...;17,0;...;...;...;...;...;3,2
"130090 CANUTAMA";...;...;...;...;3,6;...;2,0;2,8;2,0;...;...;...;...;...;4,0;2,0;6,0;1,2;...;2,1;5,0;...;...;3,0;...;...;...;...;...;2,9
"130100 CARAUARI";2,0;...;...;...;5,3;...;7,0;3,9;1,6;...;...;...;...;...;...;3,5;5,0;1,5;...;2,8;7,0;5,0;...;16,0;...;...;...;...;...;3,7
"130110 CAREIRO";...;...;...;...;5,9;...;11,3;3,8;1,7;...;...;4,7;...;1,0;2,5;7,4;4,1;1,4;2,0;2,0;...;...;...;7,0;2,5;...;...;...;...;4,1
"130115 CAREIRO DA VARZEA";...;...;...;0,5;10,3;2,5;5,0;10,0;2,7;...;...;...;5,0;...;...;6,0;9,8;8,8;...;3,0;4,0;4,0;...;12,3;...;...;-;...;...;7,4
"130120 COARI";...;...;...;1,0;4,9;6,1;4,1;2,5;1,8;2,0;2,0;15,0;1,5;...;3,8;3,5;2,5;2,0;2,0;2,8;3,1;...;...;10,2;2,0;...;...;...;...;3,4
"130130 CODAJAS";...;...;...;...;4,2;15,6;...;5,6;2,7;...;...;...;20,0;...;2,0;4,5;6,8;24,0;...;3,4;2,0;11,0;...;7,0;...;...;...;...;...;4,4
"130140 EIRUNEPE";...;...;...;...;4,5;...;8,0;2,7;1,2;...;...;...;...;...;...;4,0;2,5;2,5;...;2,9;...;5,0;...;...;2,0;...;...;...;...;3,2
"130150 ENVIRA";...;...;...;-;5,3;1,0;2,0;2,0;2,1;...;...;...;2,0;...;8,0;2,0;4,0;...;...;2,0;...;...;...;2,0;1,0;...;...;...;...;3,4
"130160 FONTE BOA";...;...;...;1,0;5,1;14,0;7,2;3,8;2,1;2,8;...;17,0;...;...;...;3,0;3,3;1,9;...;4,0;...;5,8;...;...;5,0;...;...;...;...;3,9
"130165 GUAJARA";...;...;...;1,0;5,6;...;...;1,7;1,6;-;...;...;...;1,0;...;4,1;1,4;2,5;...;2,5;9,0;10,5;...;...;4,0;...;...;...;...;4,2
"130170 HUMAITA";...;...;...;6,0;5,6;4,6;3,0;4,7;1,4;...;...;8,0;14,0;...;1,0;3,1;5,3;1,7;...;1,7;12,5;1,5;...;5,5;1,0;...;...;...;...;3,9
"130180 IPIXUNA";...;...;...;...;6,6;...;...;3,0;1,3;4,3;...;...;...;...;...;2,5;7,3;1,0;...;2,0;...;...;...;1,5;2,0;...;...;...;...;5,2
"130185 IRANDUBA";...;...;...;1,2;7,4;8,7;14,0;3,0;2,9;...;...;10,5;15,0;...;4,5;5,5;6,6;2,3;...;3,9;6,0;10,0;...;7,3;5,0;...;...;...;...;5,9
"130190 ITACOATIARA";...;...;...;2,0;5,9;9,0;5,8;3,6;2,0;9,0;4,0;14,5;8,3;...;7,8;3,5;6,0;2,2;2,5;2,3;5,5;15,0;...;9,7;6,5;...;...;...;...;4,1
"130195 ITAMARATI";10,0;...;...;...;9,0;15,5;...;...;...;...;...;...;...;...;...;...;11,0;...;...;...;...;...;...;...;...;...;...;...;...;12,2
"130200 ITAPIRANGA";...;...;...;...;5,0;9,5;3,0;3,0;1,7;3,0;...;...;...;...;...;2,0;4,3;2,3;...;2,4;...;...;...;4,0;...;...;...;...;...;3,4
"130210 JAPURA";...;...;...;...;2,8;...;2,0;2,5;1,0;...;...;7,0;2,0;...;...;2,0;-;...;...;6,0;...;7,0;...;...;...;...;...;...;...;2,2
"130220 JURUA";...;...;...;...;4,9;...;8,4;2,5;1,5;...;...;...;...;...;...;6,0;3,0;6,0;1,0;1,8;...;...;...;3,0;4,0;...;...;...;...;3,5
"130230 JUTAI";2,0;...;...;...;3,4;...;2,0;2,3;1,0;...;...;2,0;...;...;...;2,7;3,7;...;...;1,6;...;...;...;6,5;3,0;...;...;...;...;2,0
"130240 LABREA";...;...;...;1,0;4,8;26,5;1,8;4,1;1,9;...;...;24,0;2,0;1,0;...;3,5;4,4;3,3;...;2,2;5,5;...;...;15,3;1,0;...;...;...;...;3,5
"130250 MANACAPURU";...;...;...;1,0;5,7;5,3;4,1;4,1;1,8;4,0;...;2,3;1,5;1,0;5,6;2,2;3,8;2,2;...;2,4;6,0;3,5;...;11,2;4,0;...;...;...;...;4,1
"130255 MANAQUIRI";...;...;...;1,5;6,7;11,0;9,0;4,0;2,2;...;3,0;...;2,5;...;8,0;3,7;8,5;...;...;14,7;21,0;...;...;4,7;...;5,0;...;34,0;...;6,3
"130260 MANAUS";2,7;2,0;7,0;1,0;9,2;9,8;8,4;6,7;3,1;4,8;2,7;8,9;7,4;0,9;4,9;4,7;8,8;2,1;3,7;4,4;11,2;7,3;-;9,9;5,6;...;0,1;3,0;4,4;6,6
"130270 MANICORE";...;...;...;1,0;5,2;...;1,8;2,6;2,0;1,0;...;29,0;...;...;...;3,0;3,7;1,8;...;1,9;...;...;...;4,8;7,5;...;...;...;...;3,7
"130280 MARAA";...;...;...;2,7;4,0;...;3,0;4,3;2,0;...;...;...;...;...;...;6,0;9,6;...;2,0;4,7;10,0;...;...;...;...;...;...;...;...;4,5
"130290 MAUES";...;...;...;...;5,3;15,5;3,9;3,4;1,2;0,4;...;15,0;0,5;...;...;3,3;9,7;1,5;-;1,9;4,0;8,4;...;5,0;5,0;...;...;...;...;3,2
"130300 NHAMUNDA";...;...;...;...;4,8;...;2,2;2,0;1,4;1,0;...;...;...;...;...;1,8;3,0;1,0;...;2,5;...;3,0;...;33,0;28,0;...;...;...;...;3,6
"130310 NOVA OLINDA DO NORTE";...;...;...;1,0;4,8;21,0;3,0;3,6;2,1;...;...;5,0;...;2,5;...;3,2;9,5;4,0;...;2,0;...;...;...;...;...;...;...;...;...;3,7
"130320 NOVO AIRAO";...;...;...;1,7;4,9;6,0;2,0;5,5;1,8;1,2;...;...;...;-;6,0;4,2;5,2;1,7;...;2,4;...;9,0;...;11,8;15,0;...;...;...;...;3,9
"130330 NOVO ARIPUANA";...;...;...;10,0;6,1;...;11,0;7,7;1,0;5,0;...;...;2,5;...;...;...;9,0;...;...;2,0;...;14,0;...;...;...;...;...;...;...;6,7
"130340 PARINTINS";...;...;...;0,9;6,4;12,5;5,0;4,6;1,6;1,0;...;1,5;16,0;1,0;9,0;4,5;4,1;4,1;1,0;2,8;7,0;3,0;...;12,4;3,0;...;-;...;...;4,7
"130350 PAUINI";...;...;...;1,0;5,4;2,0;10,0;8,0;1,5;...;...;...;...;...;...;5,0;4,0;3,0;...;3,0;...;...;...;...;4,0;...;...;...;...;4,2
"130353 PRESIDENTE FIGUEIREDO";10,0;...;...;1,5;6,3;...;5,3;4,8;2,0;...;...;18,0;23,3;...;4,0;2,8;5,5;1,8;2,0;2,9;9,5;6,6;...;12,2;5,0;...;...;...;...;5,2
"130356 RIO PRETO DA EVA";...;...;...;1,0;6,5;7,4;10,0;2,8;2,7;...;...;6,7;11,5;...;6,0;3,1;9,0;2,5;...;3,3;22,0;3,7;...;8,2;...;...;...;...;...;5,7
"130360 SANTA ISABEL DO RIO NEGRO";...;...;...;...;7,1;...;2,4;10,0;2,0;...;...;...;...;...;...;4,6;2,0;...;...;2,5;...;...;...;...;...;...;...;...;...;4,7
"130370 SANTO ANTONIO DO ICA";...;...;...;3,1;5,4;...;2,0;4,2;1,5;...;...;...;1,0;...;...;3,3;3,1;1,0;...;2,8;...;...;...;...;3,0;...;...;...;...;3,6
"130380 SAO GABRIEL DA CACHOEIRA";...;...;...;5,7;8,3;12,0;4,6;4,9;1,6;...;...;...;11,0;...;...;6,3;7,2;...;...;2,3;...;...;...;6,0;3,0;...;...;...;...;5,7
"130390 SAO PAULO DE OLIVENCA";...;...;...;...;4,9;3,0;1,7;3,8;1,1;...;...;...;12,0;...;3,0;3,4;3,3;1,8;...;1,4;...;...;...;...;...;...;...;...;...;3,4
"130395 SAO SEBASTIAO DO UATUMA";...;...;...;-;3,8;...;2,2;4,0;1,6;...;...;...;...;...;...;2,2;3,5;...;...;1,9;...;...;...;...;...;...;...;...;...;2,9
"130400 SILVES";...;...;...;6,5;5,0;14,0;...;4,3;1,5;...;...;...;1,0;...;2,0;2,3;2,0;1,3;...;2,1;...;...;...;...;...;...;...;...;...;3,2
"130406 TABATINGA";...;...;...;0,4;8,0;6,8;...;29,0;1,3;...;...;5,0;...;...;14,0;2,8;9,6;1,1;...;2,0;3,0;3,0;...;20,7;...;...;-;...;...;4,9
"130410 TAPAUA";...;...;...;2,0;4,0;...;1,5;...;1,5;1,0;...;...;...;...;...;3,3;13,0;3,8;...;3,6;...;...;...;11,5;...;...;...;...;...;3,1
"130420 TEFE";...;...;...;3,2;4,7;7,4;4,3;3,2;2,0;...;...;13,0;...;...;...;3,1;7,0;2,6;13,0;2,2;6,0;19,7;...;7,5;12,7;...;...;...;...;3,7
"130423 TONANTINS";...;...;...;...;4,6;...;...;7,2;1,3;...;2,0;...;...;...;...;6,6;4,8;2,0;...;2,0;...;15,0;...;...;...;...;...;...;...;3,3
"130426 UARINI";...;...;...;...;3,0;...;2,0;2,5;1,5;...;...;...;...;...;...;2,2;2,5;...;1,0;1,9;...;2,3;...;...;...;...;...;...;...;2,5
"130430 URUCARA";...;...;...;3,0;4,7;7,0;2,0;3,7;2,0;...;...;...;1,0;...;...;3,0;3,0;2,0;...;2,7;...;...;...;...;...;...;...;...;...;3,7
"130440 URUCURITUBA";...;...;...;...;7,3;...;11,5;3,5;1,7;...;...;...;...;...;...;4,0;...;1,0;...;2,5;2,0;...;...;18,0;4,0;...;...;...;...;5,5
"140002 AMAJARI";...;...;...;1,3;11,7;4,5;17,0;4,1;2,6;24,0;...;...;...;...;...;2,2;2,5;-;...;2,9;...;...;...;2,0;...;...;...;...;...;7,3
"140005 ALTO ALEGRE";4,0;...;...;1,6;7,5;...;15,0;6,7;2,3;...;...;...;4,0;...;3,0;-;1,3;2,0;...;2,9;1,0;...;...;3,0;...;...;...;...;...;5,2
"140010 BOA VISTA";0,3;...;...;1,4;9,6;6,2;12,7;8,6;2,3;0,7;1,3;5,3;5,8;0,5;2,2;2,1;2,0;2,1;3,5;2,7;4,8;-;1,2;3,7;2,2;...;...;7,0;12,4;6,0
"140015 BONFIM";...;...;...;1,4;6,8;...;-;6,3;1,9;...;...;3,0;10,0;...;-;...;0,5;1,5;...;3,1;14,0;10,0;...;6,5;-;...;...;...;...;4,6
"140017 CANTA";...;...;...;1,3;8,3;...;14,0;5,5;2,3;...;...;...;...;...;...;4,3;4,7;3,0;...;2,5;3,0;...;...;5,1;1,5;...;...;...;16,5;5,7
"140020 CARACARAI";...;...;...;1,1;6,7;4,3;...;4,7;1,6;...;...;...;...;-;...;3,0;1,0;0,8;...;2,5;4,0;...;...;5,6;-;...;...;...;...;4,3
"140023 CAROEBE";-;...;...;1,3;5,3;...;14,7;11,5;1,6;...;...;...;-;...;...;2,0;3,0;1,0;...;2,2;...;...;...;3,5;...;...;...;...;...;3,7
"140028 IRACEMA";...;...;...;1,0;9,1;...;...;...;2,2;...;...;...;...;...;...;7,3;-;-;3,0;3,0;...;...;...;5,5;-;...;...;...;...;6,0
"140030 MUCAJAI";1,0;...;...;2,3;7,5;3,0;4,0;7,5;2,0;...;...;10,7;...;...;...;1,4;1,4;2,0;1,0;3,2;...;...;...;1,3;...;...;...;...;...;5,1
"140040 NORMANDIA";...;...;...;1,8;7,1;...;4,0;4,4;1,7;...;...;...;-;...;...;-;1,2;...;...;2,7;...;...;1,0;-;-;...;...;...;...;3,9
"140045 PACARAIMA";...;...;...;1,2;8,4;18,8;45,5;6,5;2,0;...;...;...;-;...;9,0;0,2;0,7;2,0;...;3,0;...;...;...;4,0;...;...;...;...;...;5,5
"140047 RORAINOPOLIS";...;...;...;2,0;8,5;6,3;5,0;5,2;1,9;...;...;...;7,5;...;-;2,1;7,6;3,9;...;2,3;9,3;...;...;7,6;-;...;...;...;...;5,4
"140050 SAO JOAO DA BALIZA";...;...;...;1,3;9,3;4,0;...;6,0;1,9;...;...;...;...;...;-;1,0;1,0;4,5;...;2,7;1,0;...;...;-;...;...;...;...;...;5,2
"140060 SAO LUIZ";...;...;...;1,3;7,5;...;3,5;12,5;1,6;...;...;...;...;...;...;1,0;6,7;1,7;...;2,3;...;...;...;...;...;...;...;...;...;5,4
"140070 UIRAMUTA";...;...;...;1,4;7,3;9,0;...;5,4;2,4;...;...;...;...;...;...;2,0;4,0;4,5;...;2,8;...;...;...;...;...;...;...;...;...;4,8
"150010 ABAETETUBA";...;...;...;1,1;5,8;9,1;3,3;3,9;2,9;2,4;2,0;3,4;1,7;1,5;9,7;3,5;3,5;3,2;2,2;3,5;3,5;11,0;...;2,2;7,3;...;...;...;16,0;4,2
"150013 ABEL FIGUEIREDO";...;...;...;...;5,8;4,0;...;2,0;1,3;...;...;6,0;7,0;...;...;2,7;2,0;2,3;...;2,1;...;...;...;2,0;...;...;...;...;...;3,8
"150020 ACARA";...;...;...;0,6;5,3;8,1;3,6;3,4;1,9;7,4;...;1,0;1,3;1,0;8,3;3,6;5,1;2,9;...;2,6;2,0;2,4;...;2,6;14,0;...;...;...;...;3,7
"150030 AFUA";...;...;...;5,0;5,9;14,0;3,3;3,6;1,9;...;2,0;...;...;...;3,0;5,7;...;2,0;...;2,8;...;...;...;...;19,0;...;...;...;13,3;4,3
"150034 AGUA AZUL DO NORTE";...;...;...;0,9;4,3;6,0;15,6;3,6;1,2;1,0;...;...;4,5;...;9,0;3,3;7,5;1,4;...;2,1;...;...;...;10,0;...;...;...;...;...;4,1
"150040 ALENQUER";...;...;...;1,1;4,0;11,8;4,6;2,7;1,4;...;...;...;4,0;2,0;...;4,7;5,3;2,1;...;2,7;...;2,9;...;6,1;8,0;...;...;...;...;3,2
"150050 ALMEIRIM";...;...;...;13,5;4,3;11,0;3,0;3,6;1,0;2,0;...;...;12,7;...;...;3,0;3,0;2,6;2,0;2,0;7,0;...;...;6,0;2,0;...;...;...;...;3,2
"150060 ALTAMIRA";...;...;...;1,0;7,0;9,2;4,5;5,3;1,7;2,5;...;4,0;4,1;-;4,6;4,4;3,7;4,2;3,5;2,4;6,6;15,0;...;4,7;3,7;...;...;...;16,2;4,8
"150070 ANAJAS";...;...;...;...;4,7;...;3,4;2,3;1,7;...;...;...;...;...;...;4,8;4,8;1,0;...;2,2;17,0;5,0;...;7,4;...;...;...;...;...;3,4
"150080 ANANINDEUA";9,7;1,0;...;0,8;6,1;10,1;11,1;5,0;2,6;4,3;2,0;10,4;2,8;0,5;4,4;3,5;5,0;3,0;2,0;2,5;6,7;4,6;1,0;3,7;9,7;...;...;14,0;9,0;4,5
"150085 ANAPU";...;...;...;1,3;6,3;30,0;8,3;5,0;2,0;...;...;5,3;2,7;-;10,0;6,2;3,4;8,0;3,0;2,9;4,1;...;...;3,7;...;...;...;...;...;4,5
"150090 AUGUSTO CORREA";...;2,0;...;...;5,2;9,0;3,8;4,3;1,7;3,5;...;...;1,0;3,5;...;3,8;4,9;3,0;1,0;2,4;3,0;4,5;...;2,8;5,5;...;...;...;...;4,3
"150095 AURORA DO PARA";...;...;...;1,0;6,1;15,0;3,9;3,0;1,6;1,0;...;...;4,0;...;6,7;2,6;2,4;1,7;2,0;2,4;27,0;2,0;...;3,7;6,0;...;...;...;...;4,1
"150100 AVEIRO";...;...;...;1,0;6,5;11,5;...;1,0;2,0;...;...;13,6;...;...;...;2,2;3,0;...;...;3,3;...;...;...;-;...;...;...;...;...;5,8
"150110 BAGRE";...;...;...;...;10,3;10,3;19,0;7,7;1,7;3,0;...;...;...;...;...;10,0;3,6;2,0;...;2,8;...;...;...;4,3;...;...;...;...;...;6,9
"150120 BAIAO";...;...;...;1,0;4,7;4,0;2,8;2,3;2,0;3,7;...;1,0;...;...;5,0;4,2;1,5;2,1;2,3;2,5;4,0;...;...;3,6;...;...;...;...;7,0;3,5
"150125 BANNACH";...;...;...;1,5;5,8;13,5;2,5;8,1;1,2;...;...;...;...;...;...;5,0;7,0;1,0;...;2,0;...;...;...;3,0;...;...;...;...;...;5,3
"150130 BARCARENA";3,0;...;...;0,8;6,3;11,6;5,9;4,5;2,1;4,1;...;10,5;6,8;0,2;5,5;2,8;2,7;2,1;1,3;3,0;8,0;11,3;...;1,5;10,4;...;...;...;...;4,1
"150140 BELEM";3,8;6,0;...;0,9;8,3;9,5;12,0;5,1;2,2;6,6;1,8;3,8;6,4;0,2;5,9;3,5;5,1;2,9;1,8;2,4;10,2;4,6;1,0;3,8;8,2;...;-;5,0;13,0;5,5
"150145 BELTERRA";...;...;...;1,0;6,8;10,7;2,8;7,6;1,5;...;...;...;...;...;...;2,4;3,1;3,0;...;3,2;20,0;...;...;3,0;3,0;...;...;...;...;4,2
"150150 BENEVIDES";...;...;...;0,9;9,1;6,9;15,7;5,9;2,2;8,4;...;1,8;2,6;0,2;7,7;2,6;3,8;2,5;...;2,3;7,5;6,9;...;5,4;10,4;...;...;...;17,5;5,0
"150157 BOM JESUS DO TOCANTINS";...;...;...;...;3,5;5,5;2,0;2,1;1,4;...;...;...;4,0;...;...;5,0;7,2;2,0;...;2,2;4,0;...;...;11,3;...;...;...;...;...;3,3
"150160 BONITO";...;...;...;...;4,8;4,0;...;4,3;1,4;...;...;...;1,0;...;...;1,9;3,4;2,4;...;2,2;...;2,7;...;1,8;...;...;...;...;...;2,7
"150170 BRAGANCA";...;5,5;...;2,8;5,6;9,6;11,0;4,0;1,7;3,7;...;4,0;5,9;-;4,9;3,5;2,9;4,7;1,5;2,3;14,0;3,7;...;5,4;4,8;...;...;...;...;4,4
"150172 BRASIL NOVO";...;...;...;0,6;3,4;7,6;2,4;4,9;1,2;...;...;...;4,0;...;...;4,6;2,7;2,5;...;2,0;6,0;1,0;...;5,3;2,0;...;...;...;...;3,3
"150175 BREJO GRANDE DO ARAGUAIA";...;...;...;...;3,4;18,0;3,0;4,0;1,9;...;...;13,4;...;...;...;6,5;3,7;2,5;...;2,0;...;...;...;...;...;...;...;...;...;3,6
"150178 BREU BRANCO";...;...;...;1,0;6,9;10,0;8,0;3,8;2,0;...;...;...;11,5;...;7,0;2,4;4,3;4,4;2,0;2,6;...;...;...;4,7;4,0;...;...;...;...;4,6
"150180 BREVES";3,0;...;...;...;5,3;9,5;12,0;4,0;2,0;2,2;...;2,0;3,7;3,5;7,7;3,5;3,8;3,0;2,3;2,8;8,9;7,1;...;6,0;5,0;...;...;...;12,0;4,2
"150190 BUJARU";...;...;...;1,0;3,9;6,0;4,5;3,6;3,0;3,5;...;20,0;1,0;0,7;...;2,5;3,2;2,5;...;2,9;21,0;5,5;...;2,5;17,5;...;...;...;...;3,7
"150195 CACHOEIRA DO PIRIA";...;...;...;1,0;5,7;...;30,7;...;1,4;...;2,0;...;1,0;...;...;2,3;3,1;2,0;...;2,1;3,0;1,8;...;3,8;...;...;...;...;...;3,6
"150200 CACHOEIRA DO ARARI";...;...;...;0,5;3,7;...;...;7,0;1,4;2,0;...;...;...;...;...;3,3;2,7;1,0;...;2,3;2,5;...;...;3,9;3,0;...;...;...;...;3,3
"150210 CAMETA";...;1,0;...;0,3;4,9;12,9;5,0;3,3;1,6;1,7;...;...;5,0;0,6;1,6;2,9;2,4;1,8;1,4;2,3;5,0;13,0;...;4,5;7,5;...;...;...;...;3,4
"150215 CANAA DOS CARAJAS";-;2,0;...;3,3;7,1;9,0;6,1;4,8;1,7;5,0;...;4,0;11,0;-;6,0;4,2;4,4;2,1;3,0;2,1;6,0;1,0;...;3,5;9,0;...;...;...;...;4,6
"150220 CAPANEMA";...;...;...;1,9;7,3;8,4;15,8;4,4;1,5;2,0;5,0;...;1,8;1,5;4,8;2,6;2,1;2,1;2,0;2,6;2,7;1,5;...;4,0;14,6;...;...;...;15,0;3,7
"150230 CAPITAO POCO";2,0;...;...;1,6;4,7;8,0;7,0;3,5;1,5;6,5;...;20,5;1,0;1,5;6,0;3,4;3,4;1,3;2,5;2,7;10,5;6,3;...;5,1;...;...;...;...;...;4,0
"150240 CASTANHAL";...;...;...;0,8;6,4;8,2;8,9;4,5;1,8;3,2;1,0;21,5;3,5;0,2;3,6;2,5;2,0;2,3;2,1;2,2;6,6;4,7;...;3,5;11,4;...;...;...;6,0;4,1
"150250 CHAVES";...;...;...;...;2,4;...;2,0;2,3;1,9;...;...;...;...;...;...;1,0;9,5;...;...;4,1;...;...;...;1,5;...;...;...;...;...;2,5
"150260 COLARES";...;...;...;...;12,6;7,0;...;9,0;1,9;...;...;...;...;1,0;...;3,0;11,5;2,3;...;2,9;...;...;...;2,3;...;...;...;...;...;5,8
"150270 CONCEICAO DO ARAGUAIA";...;...;...;0,2;3,1;8,5;3,1;4,1;1,6;...;...;13,8;6,0;...;6,3;5,2;5,8;4,3;...;2,5;63,0;-;...;4,1;4,0;...;...;...;...;3,4
"150275 CONCORDIA DO PARA";...;...;...;1,0;10,7;...;5,7;3,5;2,2;7,0;...;2,5;6,0;-;8,5;2,6;5,0;2,5;...;2,3;...;7,0;...;5,5;...;...;...;...;...;6,3
"150276 CUMARU DO NORTE";...;...;...;1,0;4,7;4,5;2,3;6,0;1,7;-;...;...;6,0;2,0;...;3,6;6,7;3,0;...;2,6;...;...;...;4,0;...;...;...;...;...;4,1
"150277 CURIONOPOLIS";...;...;...;1,0;2,6;7,0;1,0;2,7;1,3;...;...;...;...;-;2,0;3,0;4,5;...;...;2,3;...;...;...;2,0;...;...;...;...;...;2,5
"150280 CURRALINHO";...;...;...;...;4,7;27,5;6,1;2,5;1,3;1,0;...;...;1,0;1,0;...;3,2;3,4;1,7;...;2,0;...;7,7;...;4,3;...;...;...;...;3,0;3,5
"150285 CURUA";...;...;...;1,0;6,0;10,8;...;...;1,3;...;...;14,0;...;...;...;7,0;3,3;2,5;...;2,4;...;...;...;3,5;7,0;...;...;...;...;4,6
"150290 CURUCA";...;...;...;2,0;5,5;6,3;6,7;2,9;1,9;2,0;...;31,0;22,7;0,5;12,0;2,5;3,1;1,5;...;2,3;...;3,0;...;2,3;4,0;...;...;...;...;4,0
"150293 DOM ELISEU";...;...;...;1,0;4,3;4,0;3,6;2,6;1,3;...;...;12,0;4,0;-;...;1,9;3,1;1,9;1,0;2,0;2,0;...;...;5,8;0,5;...;...;...;...;3,0
"150295 ELDORADO DOS CARAJAS";...;...;...;...;4,2;1,0;...;3,2;1,2;...;1,0;5,0;21,0;4,0;1,0;41,7;4,0;...;...;2,2;4,5;2,0;...;2,3;10,0;...;...;...;...;4,3
"150300 FARO";...;...;...;...;3,0;...;1,2;2,7;1,0;...;...;...;1,0;...;5,0;4,7;1,0;1,0;1,0;2,1;...;...;...;...;...;...;...;...;...;2,3
"150304 FLORESTA DO ARAGUAIA";...;...;...;0,5;3,1;...;4,9;2,4;1,1;2,0;...;...;...;...;...;9,0;8,9;1,5;...;1,1;5,5;...;...;12,3;...;...;...;...;...;3,1
"150307 GARRAFAO DO NORTE";...;...;...;1,3;5,7;25,2;12,5;4,5;1,7;2,1;...;...;4,0;...;...;2,2;2,0;1,5;2,3;2,1;...;12,7;...;3,2;...;...;...;...;...;4,0
"150309 GOIANESIA DO PARA";...;...;...;...;6,1;16,0;3,3;5,4;2,0;2,0;...;...;4,5;2,5;9,5;3,6;4,3;2,4;...;3,0;11,7;16,0;...;1,4;...;...;...;...;...;4,2
"150310 GURUPA";...;...;...;...;4,3;8,8;4,2;2,8;1,2;...;...;...;...;-;...;2,4;4,3;1,7;...;2,0;17,0;...;...;2,7;8,0;...;...;...;14,0;3,4
"150320 IGARAPE-ACU";...;...;...;1,1;6,5;9,7;7,0;3,8;1,4;3,0;...;14,0;3,0;3,7;...;2,6;3,6;2,2;...;2,3;2,5;5,5;...;3,0;5,0;...;...;...;...;4,3
"150330 IGARAPE-MIRI";...;...;...;0,8;3,5;8,0;3,3;2,9;1,4;2,3;...;3,0;2,5;-;4,5;3,3;5,2;2,6;2,2;1,8;9,0;4,2;...;4,0;5,7;...;...;...;12,0;3,2
"150340 INHANGAPI";...;...;...;...;6,5;16,0;4,0;...;2,1;...;...;3,0;...;-;...;2,5;1,9;2,5;...;2,2;...;3,0;...;5,7;...;...;...;...;...;3,9
"150345 IPIXUNA DO PARA";...;4,0;...;1,7;4,7;10,5;1,9;5,9;1,4;2,8;...;10,0;28,0;0,3;7,0;2,5;2,5;1,7;2,3;2,2;...;7,0;...;7,4;15,5;...;...;...;...;3,9
"150350 IRITUIA";...;...;...;1,1;5,2;16,3;6,6;6,0;1,8;8,0;...;3,0;5,7;1,5;2,5;3,5;2,9;2,4;6,0;2,4;...;2,0;...;5,3;3,0;...;...;...;...;3,9
"150360 ITAITUBA";17,0;...;...;1,4;5,1;4,4;1,5;3,3;1,3;5,0;...;6,2;1,8;2,0;11,0;3,3;4,8;2,3;2,0;2,5;8,0;...;...;9,8;9,4;...;...;...;...;3,8
"150370 ITUPIRANGA";...;...;...;9,5;5,6;13,6;3,6;5,4;1,3;...;2,0;...;3,0;...;3,0;5,8;2,7;2,5;...;1,9;6,0;11,0;...;12,0;9,0;...;...;...;...;4,1
"150375 JACAREACANGA";...;...;...;...;5,6;...;...;6,0;1,0;...;...;...;...;...;...;11,0;14,0;7,0;...;2,1;...;...;...;2,0;...;...;...;...;...;4,6
